alternative.id,container.title,created,DOI,funder,publisher,reference.count,score,source,subject,title,subtitle,type,URL,author,issue,volume
,Western Folklore,2006-04-23,10.2307/1497547,NULL,JSTOR,0,28.906807,Crossref,"Cultural Studies,History,Visual Arts and Performing Arts,Anthropology",Hay Derricks of the Great Basin and Upper Snake River Valley,NA,journal-article,http://dx.doi.org/10.2307/1497547,Austin E. Fife; James M. Fife,3,7
10.1139/z00-069,Canadian Journal of Zoology,2011-04-24,10.1139/z00-069,NULL,Canadian Science Publishing,27,28.909319,Crossref,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics","Using stable carbon (δ13C) and nitrogen (δ15N) isotopes to infer trophic relationships among black and grizzly bears in the upper Columbia River basin, British Columbia",NA,journal-article,http://dx.doi.org/10.1139/z00-069,Keith A Hobson; Bruce N McLellan; John G Woods,8,78
,Canadian Journal of Zoology,2002-07-27,10.1139/cjz-78-8-1332,NULL,Canadian Science Publishing,0,28.909319,Crossref,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics","Using stable carbon (δ<sup>13</sup>C) and nitrogen (δ<sup>15</sup>N) isotopes to infer trophic relationships among black and grizzly bears in the upper Columbia River basin, British Columbia",NA,journal-article,http://dx.doi.org/10.1139/cjz-78-8-1332,Keith A. Hobson; Bruce N. McLellan; John G. Woods,8,78
10.1175/1520-0442(1999)012<1796:LSWRAL>2.0.CO;2,Journal of Climate,2002-07-27,10.1175/1520-0442(1999)012<1796:lswral>2.0.co;2,NULL,American Meteorological Society,0,28.946247,Crossref,Atmospheric Science,Large-Scale Weather Regimes and Local Climate over the Western United States,NA,journal-article,http://dx.doi.org/10.1175/1520-0442(1999)012<1796:lswral>2.0.co;2,Andrew W. Robertson; Michael Ghil,6,12
,Environmental Microbiology,2010-10-26,10.1111/j.1462-2920.2010.02360.x,NULL,Wiley-Blackwell,103,28.952168,Crossref,"Ecology, Evolution, Behavior and Systematics,Microbiology",Culturable Rhodobacter and Shewanella species are abundant in estuarine turbidity maxima of the Columbia River,Manganese cycling in the Columbia River,journal-article,http://dx.doi.org/10.1111/j.1462-2920.2010.02360.x,S. L. Bräuer; C. Adams; K. Kranzler; D. Murphy; M. Xu; P. Zuber; H. M. Simon; A. M. Baptista; B. M. Tebo,3,13
,"Geochemistry, Geophysics, Geosystems",2012-10-08,10.1029/2012gc004305,NULL,Wiley-Blackwell,54,28.952168,Crossref,"Geochemistry and Petrology,Geophysics",Petrophysical and geochemical properties of Columbia River flood basalt: Implications for carbon sequestration,COLUMBIA RIVER BASALT PROPERTIES,journal-article,http://dx.doi.org/10.1029/2012gc004305,Natalia V. Zakharova; David S. Goldberg; E. Charlotte Sullivan; Michael M. Herron; James A. Grau,11,13
,Journal of Geophysical Research: Oceans,2012-10-11,10.1029/2012jc008005,NULL,Wiley-Blackwell,45,28.952168,Crossref,"Earth and Planetary Sciences (miscellaneous),Space and Planetary Science,Atmospheric Science,Geophysics",Optical characterization of water masses within the Columbia River plume,WATER MASSES WITHIN COLUMBIA RIVER PLUME,journal-article,http://dx.doi.org/10.1029/2012jc008005,Sherry L. Palacios; Tawnya D. Peterson; Raphael M. Kudela,C11,117
,Journal of Applied Ichthyology,2012-02-14,10.1111/j.1439-0426.2011.01930.x,"list(DOI = c(""10.13039/100000001"", ""10.13039/100000104""), name = c(""National Science Foundation"", ""National Aeronautics and Space Administration""), doi.asserted.by = c(""crossref"", ""crossref""), award1 = c(""OCE-0424602"", NA), award2 = c(""OCE-0238347"", NA), award = c(NA, ""NNX09AT01G-01-B""))",Wiley-Blackwell,41,28.952168,Crossref,Aquatic Science,"Historical population structure of White Sturgeon in the Upper Columbia River detected with combined analysis of capture, telemetry and genetics",Population structure of White Sturgeon in the Upper Columbia River,journal-article,http://dx.doi.org/10.1111/j.1439-0426.2011.01930.x,R. J. Nelson; D. S. O. McAdam,2,28
,Geophysical Research Letters,2009-01-15,10.1029/2008gl036447,NULL,Wiley-Blackwell,28,28.952168,Crossref,"Earth and Planetary Sciences(all),Geophysics",Columbia River plume patterns in summer 2004 as revealed by a hindcast coastal ocean circulation model,COLUMBIA RIVER PLUME PATTERNS,journal-article,http://dx.doi.org/10.1029/2008gl036447,Yonggang Liu; Parker MacCready; Barbara M. Hickey,2,36
,River Research and Applications,2014-08-15,10.1002/rra.2823,NULL,Wiley-Blackwell,35,28.952168,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Why do fish strand? An analysis of ten years of flow reduction monitoring data from the Columbia and Kootenay rivers, Canada",Analysis of ten years of Columbia and Kootenay fish stranding data,journal-article,http://dx.doi.org/10.1002/rra.2823,R. L. Irvine; J. L. Thorley; R. Westcott; D. Schmidt; D. DeRosa,10,31
,Limnology and Oceanography,2015-07-31,10.1002/lno.10144,NULL,Wiley-Blackwell,53,28.952168,Crossref,"Aquatic Science,Oceanography",Suspended particulate matter transport of polycyclic aromatic hydrocarbons in the lower Columbia River and its estuary,PAH transport by Columbia River particles,journal-article,http://dx.doi.org/10.1002/lno.10144,Tiffany Gregg; Fredrick G. Prahl; Bernd R. T. Simoneit,6,60
10.1021/es00121a014,Environmental Science & Technology,2007-05-31,10.1021/es00121a014,"list(name = ""Center for Coastal Marine Observation and Prediction (CMOP)"")",American Chemical Society (ACS),0,28.952168,Crossref,"Chemistry(all),Environmental Chemistry","The inventories of plutonium-239, -240, americium-241, cesium-137, and cobalt-60 in Columbia River sediments from Hanford to the Columbia River Estuary",NA,journal-article,http://dx.doi.org/10.1021/es00121a014,Thomas M. Beasley; C. David. Jennings,3,18
,Geological Society of America Bulletin,2005-01-27,10.1130/0016-7606(1984)95<463:ifotcr>2.0.co;2,NULL,Geological Society of America,0,28.952168,Crossref,Earth and Planetary Sciences (miscellaneous),Intracanyon flows of the Columbia River Basalt Group in the lower Columbia River Gorge and their relationship to the Troutdale Formation,NA,journal-article,http://dx.doi.org/10.1130/0016-7606(1984)95<463:ifotcr>2.0.co;2,TERRY L. TOLAN; MARVIN H. BEESON,4,95
,Sedimentology,2017-01-20,10.1111/sed.12361,NULL,Wiley-Blackwell,39,28.952168,Crossref,"Stratigraphy,Geology","Upstream control of river anastomosis by sediment overloading, upper Columbia River, British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1111/sed.12361,Bart Makaske; Eva Lavooi; Tjalling de Haas; Maarten G. Kleinhans; Derald G. Smith,NA,NA
1288,Climatic Change,2014-12-01,10.1007/s10584-014-1288-8,"list(DOI = c(""10.13039/501100003246"", ""10.13039/501100001829"", ""10.13039/501100001830"", NA), name = c(""Nederlandse Organisatie voor Wetenschappelijk Onderzoek"", ""Universiteit Utrecht"", ""Wageningen University and Research Centre"", ""The Molengraaff Foundation""), doi.asserted.by = c(""publisher"", ""publisher"", ""publisher"", NA))",Springer Nature,44,28.961792,Crossref,"Atmospheric Science,Global and Planetary Change",Local and indigenous knowledge on climate-related hazards of coastal and small island communities in Southeast Asia,NA,journal-article,http://dx.doi.org/10.1007/s10584-014-1288-8,Lisa Hiwasaki; Emmanuel Luna; NA Syamsidik; José Adriano Marçal,1-2,128
ngeo1642,Nature Geoscience,2012-11-23,10.1038/ngeo1642,NULL,Springer Nature,34,28.974913,Crossref,Earth and Planetary Sciences(all),Summertime climate response to mountain pine beetle disturbance in British Columbia,NA,journal-article,http://dx.doi.org/10.1038/ngeo1642,H. Maness; P. J. Kushner; I. Fung,NA,NA
,Hydrology and Earth System Sciences,2010-07-16,10.5194/hess-14-1297-2010,NULL,Copernicus GmbH,0,28.984999,Crossref,,"Sources of uncertainty in climate change impacts on river discharge and groundwater in a headwater catchment of the Upper Nile Basin, Uganda",NA,journal-article,http://dx.doi.org/10.5194/hess-14-1297-2010,D. G. Kingston; R. G. Taylor,7,14
819,Climatic Change,2013-06-14,10.1007/s10584-013-0819-z,NULL,Springer Nature,47,28.991138,Crossref,"Atmospheric Science,Global and Planetary Change",Incorporating stakeholders’ knowledge into assessing vulnerability to climatic hazards: application to the river basin management in Taiwan,NA,journal-article,http://dx.doi.org/10.1007/s10584-013-0819-z,Hung-Chih Hung; Ling-Yeh Chen,1-2,120
,Hydrological Processes,2008-02-28,10.1002/hyp.6982,NULL,Wiley-Blackwell,51,29.007467,Crossref,Water Science and Technology,Spatial heterogeneity of water temperature across an alpine river basin,NA,journal-article,http://dx.doi.org/10.1002/hyp.6982,Lee E. Brown; David M. Hannah,7,22
9306,Climatic Change,2007-07-24,10.1007/s10584-007-9306-8,NULL,Springer Nature,41,29.017422,Crossref,"Atmospheric Science,Global and Planetary Change",Impact of climate change on Pacific Northwest hydropower,NA,journal-article,http://dx.doi.org/10.1007/s10584-007-9306-8,Matthew S. Markoff; Alison C. Cullen,3-4,87
ijerph110302698,International Journal of Environmental Research and Public Health,2014-03-04,10.3390/ijerph110302698,NULL,MDPI AG,25,29.020386,Crossref,,"Analysis of Agricultural Land Use Change in the Middle Reach of the Heihe River Basin, Northwest China",NA,journal-article,http://dx.doi.org/10.3390/ijerph110302698,Li Fu; Lanhui Zhang; Chansheng He,3,11
10.1175/JCLI-D-12-00523.1,Journal of Climate,2013-02-06,10.1175/jcli-d-12-00523.1,NULL,American Meteorological Society,56,29.025751,Crossref,Atmospheric Science,"Temporal–Spatial Climate Variability in the Headwater Drainage Basins of the Yangtze River and Yellow River, China",NA,journal-article,http://dx.doi.org/10.1175/jcli-d-12-00523.1,Yan-Fang Sang; Zhonggen Wang; Changming Liu; Tongliang Gong,14,26
,Marine Ecology Progress Series,2007-08-13,10.3354/meps299019,NULL,Inter-Research Science Center,0,29.029634,Crossref,"Ecology,Aquatic Science,Ecology, Evolution, Behavior and Systematics","Columbia River plume fronts. I. Hydrography, zooplankton distribution, and community composition",NA,journal-article,http://dx.doi.org/10.3354/meps299019,CA Morgan; A De Robertis; RW Zabel,NA,299
,Journal of Geophysical Research,2009-07-15,10.1029/2008jc004999,NULL,Wiley-Blackwell,31,29.029634,Crossref,"Earth and Planetary Sciences (miscellaneous),Space and Planetary Science,Atmospheric Science,Geophysics",Does the Columbia River plume influence phytoplankton community structure along the Washington and Oregon coasts?,NA,journal-article,http://dx.doi.org/10.1029/2008jc004999,Elizabeth R. Frame; Evelyn J. Lessard,NA,114
nclimate2693,Nature Climate Change,2015-06-23,10.1038/nclimate2693,NULL,Springer Nature,6,29.038673,Crossref,,Climate adaptation: Cultural knowledge and local risks,NA,journal-article,http://dx.doi.org/10.1038/nclimate2693,Sarah Strauss,7,5
,Water Resources Research,2004-08-17,10.1029/2003wr002936,NULL,Wiley-Blackwell,42,29.050264,Crossref,Water Science and Technology,Strengthening river basin institutions: The Global Environment Facility and the Danube River Basin,STRENGTHENING RIVER BASIN INSTITUTIONS,journal-article,http://dx.doi.org/10.1029/2003wr002936,Andrea K. Gerlak,8,40
10.1080/15715124.2011.564055,International Journal of River Basin Management,2011-03-13,10.1080/15715124.2011.564055,NULL,Informa UK Limited,0,29.050264,Crossref,Water Science and Technology,International Journal of River Basin Managementbest paper prize 2010,NA,journal-article,http://dx.doi.org/10.1080/15715124.2011.564055,Paul Bates,1,9
10.1080/15715124.2011.591292,International Journal of River Basin Management,2011-06-13,10.1080/15715124.2011.591292,NULL,Informa UK Limited,21,29.050264,Crossref,Water Science and Technology,Water governance and river basin management: comparative experiences from Nigeria and Tanzania,NA,journal-article,http://dx.doi.org/10.1080/15715124.2011.591292,Tom Franks; Hassan Bdliya; Lawrence Mbuya,2,9
10.1080/15715124.2004.9635235,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2004.9635235,NULL,Informa UK Limited,65,29.050264,Crossref,Water Science and Technology,Integrated river basin management: A case for collaboration,NA,journal-article,http://dx.doi.org/10.1080/15715124.2004.9635235,Nigel Watson,4,2
10.1080/15715124.2005.9635243,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2005.9635243,NULL,Informa UK Limited,40,29.050264,Crossref,Water Science and Technology,"Spatial and temporal drought analysis in the Kansabati river basin, India",NA,journal-article,http://dx.doi.org/10.1080/15715124.2005.9635243,NaN,1,3
10.1080/15715124.2005.9635256,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2005.9635256,NULL,Informa UK Limited,15,29.050264,Crossref,Water Science and Technology,Environmental modelling in river basin management,NA,journal-article,http://dx.doi.org/10.1080/15715124.2005.9635256,Roger Falconer; Binliang Lin; Richard Harpin,3,3
10.1080/15715124.2007.9635318,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2007.9635318,NULL,Informa UK Limited,10,29.050264,Crossref,Water Science and Technology,Decision support systems for managing the water resources of the Komati River Basin,NA,journal-article,http://dx.doi.org/10.1080/15715124.2007.9635318,Enoch M. Dlamini,3,5
10.1080/15715124.2013.768625,International Journal of River Basin Management,2013-01-21,10.1080/15715124.2013.768625,NULL,Informa UK Limited,12,29.050264,Crossref,Water Science and Technology,The trajectory towards basin closure of a European river: Guadalquivir,NA,journal-article,http://dx.doi.org/10.1080/15715124.2013.768625,J. Berbel; V. Pedraza; G. Giannoccaro,1,11
10.1080/15715124.2013.811416,International Journal of River Basin Management,2013-06-14,10.1080/15715124.2013.811416,NULL,Informa UK Limited,8,29.050264,Crossref,Water Science and Technology,Coherence and inconsistency of European instruments for integrated river basin management,NA,journal-article,http://dx.doi.org/10.1080/15715124.2013.811416,Mariele Evers; Lars Nyberg,2,11
10.1080/15715124.2016.1159571,International Journal of River Basin Management,2016-04-01,10.1080/15715124.2016.1159571,NULL,Informa UK Limited,69,29.050264,Crossref,Water Science and Technology,"Sediment yield in Paraopeba River Basin – MG, Brazil",NA,journal-article,http://dx.doi.org/10.1080/15715124.2016.1159571,Matheus Fonseca Duraes; Carlos Rogério de Mello; Samuel Beskow,4,14
10.1080/15715124.2014.963862,International Journal of River Basin Management,2014-10-09,10.1080/15715124.2014.963862,NULL,Informa UK Limited,49,29.050264,Crossref,Water Science and Technology,The institutional design of river basin organizations – empirical findings from around the world,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.963862,Susanne Schmeier,1,13
10.1080/15715124.2016.1215322,International Journal of River Basin Management,2016-08-03,10.1080/15715124.2016.1215322,NULL,Informa UK Limited,39,29.050264,Crossref,Water Science and Technology,"Assessment of suspended sediment discharge in the Purus River basin, Brazil",NA,journal-article,http://dx.doi.org/10.1080/15715124.2016.1215322,Marcelo Latuf; Eufran Amaral,4,14
10.1080/15715124.2014.917420,International Journal of River Basin Management,2014-06-09,10.1080/15715124.2014.917420,NULL,Informa UK Limited,25,29.050264,Crossref,Water Science and Technology,Spatial fit and water politics: managing asymmetries in the Dongjiang River basin,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.917420,Frederick Lee; Timothy Moss,4,12
10.1080/15715124.2017.1321004,International Journal of River Basin Management,2017-04-19,10.1080/15715124.2017.1321004,NULL,Informa UK Limited,0,29.050264,Crossref,Water Science and Technology,An overview of hydro-sedimentological characteristics of intermittent rivers in Kabul region of Kabul river basin,NA,journal-article,http://dx.doi.org/10.1080/15715124.2017.1321004,N. Sadid; S. Haun; S. Wieprecht,NA,NA
0169555X9500110Q,Geomorphology,2002-07-25,10.1016/0169-555x(95)00110-q,NULL,Elsevier BV,35,29.05295,Crossref,Earth-Surface Processes,"River channel adjustment to meander cutoffs on the River Bollin and River Dane, northwest England",NA,journal-article,http://dx.doi.org/10.1016/0169-555x(95)00110-q,J.M. Hooke,3,14
S0002731600097031,American Antiquity,2006-04-19,10.2307/277903,NULL,Cambridge University Press (CUP),41,29.08281,Crossref,"Archaeology,Arts and Humanities (miscellaneous),Museology,History",Prehistory of the Pacific Northwest Plateau as Seen from the Interior of British Columbia,NA,journal-article,http://dx.doi.org/10.2307/277903,David Sanger,02,32
,Soil Science Society of America Journal,2010-07-27,10.2136/sssaj2001.651161x,NULL,Soil Science Society of America,0,29.08281,Crossref,,"Volcanic Glass in Soils of the Columbia Plateau, Pacific Northwest, USA",NA,journal-article,http://dx.doi.org/10.2136/sssaj2001.651161x,A.J. Busacca; H.M. Marks; R. Rossi,1,65
,Arctic and Alpine Research,2006-04-18,10.2307/1551694,NULL,JSTOR,0,29.092508,Crossref,Earth and Planetary Sciences(all),"Significance for Wildlife Management of the Late Quaternary Biogeography of Mountain Goats (Oreamnos americanus) in the Pacific Northwest, U.S.A.",NA,journal-article,http://dx.doi.org/10.2307/1551694,R. Lee Lyman,1,20
scientificamerican02101894-15095supp,Scientific American,2015-06-10,10.1038/scientificamerican02101894-15095supp,NULL,Springer Nature,0,29.098692,Crossref,General,The United States War Ship Columbia,NA,journal-article,http://dx.doi.org/10.1038/scientificamerican02101894-15095supp,NaN,945supp,37
scientificamerican10291892-14023supp,Scientific American,2015-06-10,10.1038/scientificamerican10291892-14023supp,NULL,Springer Nature,0,29.098692,Crossref,General,United States Cruiser No. 12—The Columbia,NA,journal-article,http://dx.doi.org/10.1038/scientificamerican10291892-14023supp,NaN,878supp,34
scientificamerican08241895-114,Scientific American,2015-06-11,10.1038/scientificamerican08241895-114,NULL,Springer Nature,0,29.098692,Crossref,General,The United States Cruiser Columbia,NA,journal-article,http://dx.doi.org/10.1038/scientificamerican08241895-114,NaN,8,73
scientificamerican08101895-82,Scientific American,2015-06-11,10.1038/scientificamerican08101895-82,NULL,Springer Nature,0,29.098692,Crossref,General,Remarkable Speed of the United States Cruiser Columbia,NA,journal-article,http://dx.doi.org/10.1038/scientificamerican08101895-82,NaN,6,73
,Bulletin - United States National Museum.,2016-01-14,10.5962/bhl.part.6346,NULL,Smithsonian Institution,0,29.098692,Crossref,,Frogs of Columbia,NA,journal-article,http://dx.doi.org/10.5962/bhl.part.6346,Doris M Cochran; Coleman J Goin,NA,288
BF00222540,GeoJournal,2004-09-26,10.1007/bf00222540,NULL,Springer Nature,0,29.09934,Crossref,"Geography, Planning and Development","Impacts of growth in resource use and human population on the Nechako River: A major tributary of the Fraser River, British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1007/bf00222540,G.F. Hartman,1-2,40
10.2307/4074525,The Auk,2012-09-14,10.2307/4074525,NULL,JSTOR,0,29.09934,Crossref,"Animal Science and Zoology,Ecology, Evolution, Behavior and Systematics","Swarth on the Birds of the Skeena River Region, B. C. Birds and Mammals of the Skeena River Region of Northern British Columbia Harry S. Swarth",NA,journal-article,http://dx.doi.org/10.2307/4074525,NaN,3,41
S0272771411005270,"Estuarine, Coastal and Shelf Science",2011-12-27,10.1016/j.ecss.2011.12.013,NULL,Elsevier BV,35,29.09934,Crossref,"Aquatic Science,Oceanography",Calculation of river-seawater endmembers and differential trace metal scavenging in the Columbia River plume,NA,journal-article,http://dx.doi.org/10.1016/j.ecss.2011.12.013,Jason McAlister; Kristin Orians,NA,99
,River Research and Applications,2008-06-12,10.1002/rra.1172,NULL,Wiley-Blackwell,24,29.09934,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","The effects of flow reduction rates on fish stranding in British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1002/rra.1172,Robyn L. Irvine; Trevor Oussoren; James S. Baxter; Dana C. Schmidt,4,25
,Sedimentology,2008-08-22,10.1111/j.1365-3091.2008.00994.x,NULL,Wiley-Blackwell,62,29.09934,Crossref,"Stratigraphy,Geology","Morphology and evolution of bars in a wandering gravel-bed river; lower Fraser river, British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1111/j.1365-3091.2008.00994.x,STEPHEN P. RICE; MICHAEL CHURCH; COLIN L. WOOLDRIDGE; EDWARD J. HICKIN,3,56
10.1898/1051-1733-97.1.48,Northwestern Naturalist,2016-04-12,10.1898/1051-1733-97.1.48,NULL,Northwestern Naturalist,19,29.09934,Crossref,"Earth and Planetary Sciences(all),Environmental Science(all)",River Lamprey (Lampetra ayresii) Outmigrant Upstream of the John Day Dam in the Mid-Columbia River,NA,journal-article,http://dx.doi.org/10.1898/1051-1733-97.1.48,Jeffrey C Jolley; Gregory Kovalchuk; Margaret F Docker,1,97
10.1080/11956860.2015.1121705,Écoscience,2016-06-13,10.1080/11956860.2015.1121705,NULL,Informa UK Limited,55,29.09934,Crossref,"Ecology,Ecology, Evolution, Behavior and Systematics","River connectivity and road crossing effects on floodplain vegetation of the upper Columbia River, Canada",NA,journal-article,http://dx.doi.org/10.1080/11956860.2015.1121705,Chris M. Carli; Suzanne E. Bayley,2-4,22
,River Research and Applications,2008-03-25,10.1002/rra.1105,NULL,Wiley-Blackwell,26,29.09934,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Effects of large woody debris on surface structure and aquatic habitat in forested streams, southern interior British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1002/rra.1105,Xiaoyong Chen; Xiaohua Wei; Rob Scherer; Dan Hogan,6,24
0169555X9090043P,Geomorphology,2003-08-06,10.1016/0169-555x(90)90043-p,NULL,Elsevier BV,44,29.09934,Crossref,Earth-Surface Processes,"Floodplain dynamics of a wandering river, dendrochronology of the Morice River, British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1016/0169-555x(90)90043-p,Allen S. Gottesfeld; Leslie M. Johnson Gottesfeld,2,3
399,Wetlands,2013-03-18,10.1007/s13157-013-0399-8,NULL,Springer Nature,115,29.09934,Crossref,"Ecology,Environmental Science(all),Environmental Chemistry","Exotic Plant Colonization and Occupancy Within Riparian Areas of the Interior Columbia River and Upper Missouri River Basins, USA",NA,journal-article,http://dx.doi.org/10.1007/s13157-013-0399-8,Robert Al-Chokhachy; Andrew M. Ray; Brett B. Roper; Eric Archer,3,33
S2212041616304119,Ecosystem Services,2017-03-01,10.1016/j.ecoser.2017.02.007,NULL,Elsevier BV,50,29.09934,Crossref,,Valuation of fish production services in river basins: A case study of the Columbia River,NA,journal-article,http://dx.doi.org/10.1016/j.ecoser.2017.02.007,Cedar Morton; Duncan Knowler; Cecile Brugere; David Lymer; Devin Bartley,NA,24
0009254195000079,Chemical Geology,2002-07-26,10.1016/0009-2541(95)00007-9,"list(name = c(""UNEP"", ""FAO""))",Elsevier BV,29,29.09934,Crossref,"Geology,Geochemistry and Petrology","Isotopic and elemental hydrogeochemistry of a major river system: Fraser River, British Columbia, Canada",NA,journal-article,http://dx.doi.org/10.1016/0009-2541(95)00007-9,Eion M. Cameron; Gwendy E.M. Hall; Jan Veizer; H.Roy Krouse,1-4,122
0044848685902388,Aquaculture,2003-10-24,10.1016/0044-8486(85)90238-8,NULL,Elsevier BV,30,29.09934,Crossref,Aquatic Science,Importance of river migration to the development of seawater tolerance in Columbia River anadromous salmonids,NA,journal-article,http://dx.doi.org/10.1016/0044-8486(85)90238-8,W.S. Zaugg; E.F. Prentice; F.W. Waknitz,1,51
0037073889900390,Sedimentary Geology,2003-08-07,10.1016/0037-0738(89)90039-0,NULL,Elsevier BV,82,29.09934,Crossref,"Stratigraphy,Geology","River planform facies models: the sedimentology of braided, wandering and meandering reaches of the Squamish River, British Columbia",NA,journal-article,http://dx.doi.org/10.1016/0037-0738(89)90039-0,Gary J. Brierley,1-2,61
,Water Resources Research,2002-09-17,10.1029/1999wr900294,NULL,Wiley-Blackwell,35,29.107342,Crossref,Water Science and Technology,"Relations between basin characteristics and stream water chemistry in alpine/subalpine basins in Rocky Mountain National Park, Colorado",NA,journal-article,http://dx.doi.org/10.1029/1999wr900294,David W. Clow; Julie K. Sueker,1,36
,Limnology and Oceanography,2010-03-24,10.4319/lo.1968.13.4.0626,NULL,Wiley-Blackwell,0,29.140457,Crossref,"Aquatic Science,Oceanography",LOCAL CHANGES OF SALINITY AND NUTRIENTS OFF THE MOUTH OF THE COLUMBIA RIVER1,TIME-DEPENDENT RIVER INFLUENCE AT SEA,journal-article,http://dx.doi.org/10.4319/lo.1968.13.4.0626,Alyn C. Duxbury; Noel B. McGary,4,13
,Climate Research,2007-08-09,10.3354/cr033195,NULL,Inter-Research Science Center,0,29.157167,Crossref,"Atmospheric Science,Environmental Science(all),Environmental Chemistry",Testing a climate erosive forcing model in the Po River Basin,NA,journal-article,http://dx.doi.org/10.3354/cr033195,N Diodato; L Mariani,NA,33
cli3020349,Climate,2015-05-29,10.3390/cli3020349,NULL,MDPI AG,22,29.157167,Crossref,,"Statistical Seasonal Rainfall Forecast in the Neuquén River Basin (Comahue Region, Argentina)",NA,journal-article,http://dx.doi.org/10.3390/cli3020349,Marcela González,2,3
cli4020017,Climate,2016-03-23,10.3390/cli4020017,NULL,MDPI AG,55,29.157167,Crossref,,Hydro-Climatic Variability in the Karnali River Basin of Nepal Himalaya,NA,journal-article,http://dx.doi.org/10.3390/cli4020017,Kabi Khatiwada; Jeeban Panthi; Madan Shrestha; Santosh Nepal,2,4
3577,Climate Dynamics,2017-03-11,10.1007/s00382-017-3577-1,NULL,Springer Nature,53,29.157167,Crossref,Atmospheric Science,"Seasonal drought ensemble predictions based on multiple climate models in the upper Han River Basin, China",NA,journal-article,http://dx.doi.org/10.1007/s00382-017-3577-1,Feng Ma; Aizhong Ye; Qingyun Duan,NA,NA
10.1175/1520-0442(1989)002<0656:SPFEOH>2.0.CO;2,Journal of Climate,2002-10-11,10.1175/1520-0442(1989)002<0656:spfeoh>2.0.co;2,NULL,American Meteorological Society,0,29.168625,Crossref,Atmospheric Science,Simple Procedures for Extrapolation of Humidity Variables in the Mountainous Western United States,NA,journal-article,http://dx.doi.org/10.1175/1520-0442(1989)002<0656:spfeoh>2.0.co;2,Kenneth E. Kunkel,7,2
cli2040329,Climate,2014-11-18,10.3390/cli2040329,NULL,MDPI AG,79,29.179525,Crossref,,"Water Resource Management in Dry Zonal Paddy Cultivation in Mahaweli River Basin, Sri Lanka: An Analysis of Spatial and Temporal Climate Change Impacts and Traditional Knowledge",NA,journal-article,http://dx.doi.org/10.3390/cli2040329,Sisira Withanachchi; Sören Köpke; Chandana Withanachchi; Ruwan Pathiranage; Angelika Ploeger,4,2
10.3955/046.090.0208,Northwest Science,2016-07-04,10.3955/046.090.0208,NULL,Northwest Scientific Association,37,29.239803,Crossref,"Ecology, Evolution, Behavior and Systematics","Stream Temperature Regimes and the Distribution of the Rocky Mountain Tailed Frog at Its Northern Range Limit, Southeastern British Columbia",NA,journal-article,http://dx.doi.org/10.3955/046.090.0208,Pierre A. Friele; Kathy Paige; R. Dan Moore,2,90
,Acta Horticulturae,2015-07-27,10.17660/actahortic.2005.689.2,NULL,International Society for Horticultural Science (ISHS),0,29.24384,Crossref,Horticulture,CLIMATE CHANGE IN THE WESTERN UNITED STATES GRAPE GROWING REGIONS,NA,journal-article,http://dx.doi.org/10.17660/actahortic.2005.689.2,G.V. Jones,689,NA
,Molecular Ecology,2007-11-26,10.1111/j.1365-294x.2007.03510.x,NULL,Wiley-Blackwell,95,29.249096,Crossref,"Genetics,Ecology, Evolution, Behavior and Systematics",Evolutionary responses by native species to major anthropogenic changes to their ecosystems: Pacific salmon in the Columbia River hydropower system,NA,journal-article,http://dx.doi.org/10.1111/j.1365-294x.2007.03510.x,ROBIN S. WAPLES; RICHARD W. ZABEL; MARK D. SCHEUERELL; BETH L. SANDERSON,1,17
S0302352481800473,"Estuarine, Coastal and Shelf Science",2007-01-10,10.1016/s0302-3524(81)80047-3,NULL,Elsevier BV,35,29.249096,Crossref,"Aquatic Science,Oceanography",Plutonium and americium export to the north-east Pacific Ocean by Columbia River runoff,NA,journal-article,http://dx.doi.org/10.1016/s0302-3524(81)80047-3,T.M. Beasley; L.A. Ball; B.A. Blakesley,6,13
,Fisheries Management and Ecology,2008-11-06,10.1111/j.1365-2400.1995.tb00121.x,NULL,Wiley-Blackwell,15,29.249096,Crossref,"Ecology,Aquatic Science","Distribution and feeding of juvenile Pacific salmon in freshwater tidal creeks of the lower Fraser River, British Columbia",NA,journal-article,http://dx.doi.org/10.1111/j.1365-2400.1995.tb00121.x,C.D. LEVINGS; D.E. BOYLE; T.R. WHITEHOUSE,4,2
