id,authors_long,author
637,"ballamingie, patricia",p. ballamingie
637,"goemans, magdalene",m. goemans
639,"choate, janet s.",j. choate
639,"garcia, elizabeth s.",e. garcia
639,"tague, christina l.",c. tague
646,"smith, adam b.",a. smith
649,"buffington, john m.",j. buffington
649,"goode, jaime r.",j. goode
649,"isaak, daniel j.",d. isaak
649,"luce, charlie",c. luce
649,"nagel, david",d. nagel
649,"soulsby, chris",c. soulsby
649,"tetzlaff, doerthe",d. tetzlaff
649,"thurow, russell f.",r. thurow
649,"tonina, daniele",d. tonina
649,"wenger, seth",s. wenger
651,"beedlow, peter a.",p. beedlow
651,"burdick, connie a.",c. burdick
651,"lee, e. henry",e. lee
651,"tingey, david t.",d. tingey
651,"waschmann, ronald s.",r. waschmann
655,"comeleo, randy l.",r. comeleo
655,"ebersole, joseph l.",j. ebersole
655,"leibowitz, scott g.",s. leibowitz
655,"wigington, parker j., jr.",p. wigington
656,"alfaro, rene",r. alfaro
656,"flower, aquila",a. flower
656,"mehlenbacher, alan",a. mehlenbacher
656,"montenegro, alvaro",a. montenegro
656,"murdock, trevor q.",t. murdock
656,"spittlehouse, david l.",d. spittlehouse
656,"taylor, stephen w.",s. taylor
656,"zwiers, francis w.",f. zwiers
657,"fountain, andrew g.",a. fountain
657,"mccabe, gregory j.",g. mccabe
665,"alfaro, r. i.",r. alfaro
665,"brown, k. j.",k. brown
665,"flannigan, m. d.",m. flannigan
665,"fleming, r. a.",r. fleming
665,"girardin, m. p.",m. girardin
665,"hogg, e. h.",e. hogg
665,"johnston, m.",m. johnston
665,"lakusta, t.",t. lakusta
665,"mckenney, d. w.",d. mckenney
665,"pedlar, j. h.",j. pedlar
665,"price, david t.",d. price
665,"stratton, t.",t. stratton
665,"sturrock, r. n.",r. sturrock
665,"thompson, i. d.",i. thompson
665,"trofymow, j. a.",j. trofymow
665,"venier, l. a.",l. venier
668,"bush, andrew b. g.",a. bush
668,"pollock, edward w.",e. pollock
675,"menounos, brian",b. menounos
675,"tennant, christina",c. tennant
676,"eckstrand, h. d.",h. eckstrand
676,"schnorbus, m. a.",m. schnorbus
676,"shrestha, r. r.",r. shrestha
676,"werner, a. t.",a. werner
677,"elsner, marketa mcguire",m. elsner
677,"hamlet, alan f.",a. hamlet
677,"lee, se-yeun",s. lee
677,"mauger, guillaume s.",g. mauger
677,"norheim, robert a.",r. norheim
677,"tohver, ingrid",i. tohver
678,"hirose, j. m. r.",j. hirose
678,"marshall, s. j.",s. marshall
679,"hatcher, kendra l.",k. hatcher
679,"jones, julia a.",j. jones
685,"luckman, brian h.",b. luckman
685,"youngblut, donald k.",d. youngblut
687,"chen, s. -h.",s. chen
687,"harper, j. t.",j. harper
687,"maneta, m. p.",m. maneta
687,"silverman, n. l.",n. silverman
690,"gillies, cameron",c. gillies
690,"shepherd, brenda",b. shepherd
690,"smith, cyndi m.",c. smith
690,"stuart-smith, jon",j. stuart-smith
698,"barry, dwight",d. barry
698,"mcdonald, shea",s. mcdonald
700,"mayer, timothy d.",t. mayer
705,"coltman, david w.",d. coltman
705,"cooke, janice e. k.",j. cooke
705,"cullingham, catherine i.",c. cullingham
705,"james, patrick m. a.",p. james
706,"gregory, robin",r. gregory
706,"mcdaniels, timothy",t. mcdaniels
706,"mills, tamsin",t. mills
706,"ohlson, dan",d. ohlson
707,"olsen, keith",k. olsen
707,"pabst, robert j.",r. pabst
707,"rammer, werner",w. rammer
707,"seidl, rupert",r. seidl
707,"spies, thomas a.",t. spies
707,"steel, e. ashley",e. steel
711,"carnwath, gunnar c.",g. carnwath
711,"nelson, cara r.",c. nelson
711,"peterson, david w.",d. peterson
714,"anderegg, leander d. l.",l. anderegg
714,"anderegg, william r. l.",w. anderegg
714,"karp, daniel s.",d. karp
714,"sherman, clare",c. sherman
719,"ager, alan a.",a. ager
719,"hayes, jane l.",j. hayes
719,"hicke, jeffrey a.",j. hicke
719,"preisler, haiganoush k.",h. preisler
723,"beechie, t. j.",t. beechie
723,"imaki, h.",h. imaki
723,"kennard, m. j.",m. kennard
723,"konrad, c. p.",c. konrad
723,"liermann, c. a. reidy",c. liermann
723,"olden, j. d.",j. olden
723,"skidmore, p. b.",p. skidmore
727,"arrigoni, alicia s.",a. arrigoni
727,"moore, johnnie n.",j. moore
727,"wilcox, andrew c.",a. wilcox
728,"bright, b. c.",b. bright
728,"hicke, j. a.",j. hicke
728,"hudak, a. t.",a. hudak
729,"booth, d. terrance",d. booth
729,"cox, samuel",s. cox
729,"mealor, brian a.",b. mealor
732,"gatziolis, demetrios",d. gatziolis
732,"huso, manuela",m. huso
732,"spies, thomas a.",t. spies
732,"zald, harold s. j.",h. zald
735,"elliott, john e.",j. elliott
735,"elliott, kyle h.",k. elliott
735,"guigueno, melanie f.",m. guigueno
735,"levac, joshua",j. levac
735,"morrissey, christy a.",c. morrissey
735,"muir, derek c. g.",d. muir
735,"shaw, d. patrick",d. shaw
735,"wayland, mark",m. wayland
738,"bennett, katrina e.",k. bennett
738,"schnorbus, markus",m. schnorbus
738,"werner, arelia t.",a. werner
744,"crone, e.",e. crone
744,"mccaffery, r.",r. mccaffery
744,"solonen, a.",a. solonen
747,"cushman, samuel a.",s. cushman
747,"flather, curtis h.",c. flather
747,"landguth, erin l.",e. landguth
749,"aitken, sally n.",s. aitken
749,"campbell, elizabeth m.",e. campbell
749,"o'neill, gregory a.",g. o'neill
749,"wang, tongli",t. wang
750,"coops, nicholas c.",n. coops
750,"fitterer, jessica l.",j. fitterer
750,"nelson, trisalyn a.",t. nelson
750,"wulder, michael a.",m. wulder
757,"bluhm, a.",a. bluhm
757,"comeau, p. g.",p. comeau
757,"cortini, f.",f. cortini
757,"hibbs, d. e.",d. hibbs
757,"wang, t.",t. wang
761,"coombs, eric m.",e. coombs
761,"higgs, kimberley m.",k. higgs
761,"karacetin, evrim",e. karacetin
761,"mcevoy, peter b.",p. mcevoy
761,"starcevich, leigh ann",l. starcevich
771,"coops, nicholas c.",n. coops
771,"waring, richard h.",r. waring
771,"wulder, michael a.",m. wulder
774,"dozier, andre q.",a. dozier
774,"furey, peter r.",p. furey
774,"kampf, stephanie k.",s. kampf
774,"lanini, jordan s.",j. lanini
775,"bartell, nicholas v.",n. bartell
775,"coltman, david w.",d. coltman
775,"cooke, janice e. k.",j. cooke
775,"davis, corey s.",c. davis
775,"james, patrick m. a.",p. james
775,"lindgren, b. staffan",b. lindgren
775,"mock, karen e.",k. mock
775,"murray, brent w.",b. murray
775,"samarasekera, g. d. n. gayathri",g. samarasekera
779,"deluca, thomas h.",t. deluca
779,"harrar, solomon w.",s. harrar
779,"leppi, jason c.",j. leppi
779,"running, steven w.",s. running
790,"chang, heejun",h. chang
790,"jung, il won",i. jung
797,"brooks, j. renee",j. brooks
797,"comeleo, randy",r. comeleo
797,"coulombe, rob",r. coulombe
797,"phillips, donald l.",d. phillips
797,"wigington, parker j., jr.",p. wigington
798,"powell, erinn n.",e. powell
798,"raffa, kenneth f.",k. raffa
798,"simard, martin",m. simard
798,"turner, monica g.",m. turner
805,"yearsley, john",j. yearsley
809,"benkman, craig w.",c. benkman
809,"fetz, trevor",t. fetz
809,"santisteban, leonard",l. santisteban
809,"smith, julie w.",j. smith
810,"aukema, brian h.",b. aukema
810,"carroll, allan l.",a. carroll
810,"moore, r. dan",r. moore
810,"sambaraju, kishan r.",k. sambaraju
810,"stahl, kerstin",k. stahl
810,"zhu, jun",j. zhu
811,"nolin, anne w.",a. nolin
813,"grafius, darren r.",d. grafius
813,"malanson, george p.",g. malanson
813,"weiss, daniel",d. weiss
816,"buffington, john m.",j. buffington
816,"goode, jaime r.",j. goode
816,"luce, charles h.",c. luce
819,"cohen, stewart j.",s. cohen
819,"harma, kirsten j.",k. harma
819,"johnson, mark s.",m. johnson
821,"garton, edward o.",e. garton
821,"manning, jeffrey a.",j. manning
823,"cushman, s. a.",s. cushman
823,"landguth, e. l.",e. landguth
823,"littell, j. s.",j. littell
823,"shirk, a. s.",a. shirk
823,"wasserman, t. n.",t. wasserman
828,"clague, j. j.",j. clague
828,"menounos, b.",b. menounos
828,"tennant, c.",c. tennant
828,"wheate, r.",r. wheate
829,"franssen, w. h. p.",w. franssen
829,"haddeland, i.",i. haddeland
829,"kabat, p.",p. kabat
829,"lettenmaier, d. p.",d. lettenmaier
829,"ludwig, f.",f. ludwig
829,"van vliet, m. t. h.",v. van vliet
829,"yearsley, j. r.",j. yearsley
838,"cannon, alex j.",a. cannon
838,"neilsen, denise",d. neilsen
838,"taylor, bill",b. taylor
842,"chandler, d. g.",d. chandler
842,"marks, d.",d. marks
842,"nayak, a.",a. nayak
842,"winstral, a.",a. winstral
844,"bockino, nancy k.",n. bockino
844,"tinker, daniel b.",d. tinker
845,"allnutt, thomas f.",t. allnutt
845,"dellasala, dominick a.",d. dellasala
845,"kass, jamie",j. kass
845,"koopman, marni e.",m. koopman
845,"noss, reed f.",r. noss
845,"olson, david",d. olson
845,"strittholt, james r.",j. strittholt
851,"apps, clayton d.",c. apps
851,"barclay, robert m. r.",r. barclay
851,"boyce, mark s.",m. boyce
851,"ciarniello, lana m.",l. ciarniello
851,"gibeau, michael l.",m. gibeau
851,"haroldson, mark a.",m. haroldson
851,"kasworm, wayne f.",w. kasworm
851,"kendall, katherine c.",k. kendall
851,"lausen, cori l.",c. lausen
851,"mace, richard d.",r. mace
851,"mclellan, bruce n.",b. mclellan
851,"mowat, garth",g. mowat
851,"paetkau, david",d. paetkau
851,"proctor, michael f.",m. proctor
851,"schwartz, charles c.",c. schwartz
851,"servheen, christopher",c. servheen
851,"stenhouse, gordon b.",g. stenhouse
851,"strobeck, curtis",c. strobeck
851,"wakkinen, wayne l.",w. wakkinen
856,"cohen, warren b.",w. cohen
856,"kennedy, robert e.",r. kennedy
856,"meigs, garrett w.",g. meigs
858,"aishlin, p. s.",p. aishlin
858,"benner, s. g.",s. benner
858,"flores, a. n.",a. flores
858,"gribb, m. m.",m. gribb
858,"mcnamara, j. p.",j. mcnamara
858,"smith, t. j.",t. smith
863,"jackson, rebecca m.",r. jackson
863,"kashian, daniel m.",d. kashian
863,"lyons, heather d.",h. lyons
866,"clark, jason a.",j. clark
866,"keane, robert e.",r. keane
866,"loehman, rachel a.",r. loehman
868,"boyce, mark s.",m. boyce
868,"gresswell, robert",r. gresswell
868,"merrill, evelyn h.",e. merrill
868,"minshall, g. wayne",g. minshall
868,"romme, william h.",w. romme
868,"turner, monica g.",m. turner
868,"whitlock, cathy",c. whitlock
871,"haeberli, w.",w. haeberli
871,"huggel, c.",c. huggel
871,"kaitna, r.",r. kaitna
871,"schneider, d.",d. schneider
878,"buerger, g.",g. buerger
878,"schulla, j.",j. schulla
878,"werner, a. t.",a. werner
879,"kumar, mukesh",m. kumar
879,"link, timothy e.",t. link
879,"marks, danny",d. marks
879,"reba, michele l.",m. reba
879,"winstral, adam",a. winstral
880,"bigelow, sarah g.",s. bigelow
880,"hall, alexis a.",a. hall
880,"rood, stewart b.",s. rood
883,"cullen, rachel m.",r. cullen
883,"marshall, shawn j.",s. marshall
887,"franklin, jerry f.",j. franklin
887,"hessburg, paul f.",p. hessburg
887,"mccomb, brenda",b. mccomb
887,"perry, david a.",d. perry
887,"riegel, greg",g. riegel
887,"skinner, carl n.",c. skinner
887,"spies, thomas a.",t. spies
887,"stephens, scott l.",s. stephens
887,"taylor, alan henry",a. taylor
889,"jefferson, anne j.",a. jefferson
890,"romme, william h.",w. romme
890,"ryan, michael g.",m. ryan
890,"smithwick, erica a. h.",e. smithwick
890,"turner, monica g.",m. turner
890,"westerling, anthony l.",a. westerling
891,"hobbs, william o.",w. hobbs
891,"vinebrooke, rolf d.",r. vinebrooke
891,"wolfe, alexander p.",a. wolfe
895,"beier, clayton",c. beier
895,"coops, nicholas c.",n. coops
895,"roy-jauvin, raphael",r. roy-jauvin
895,"wang, tongli",t. wang
895,"waring, richard h.",r. waring
896,"betancourt, julio l.",j. betancourt
896,"fagre, daniel b.",d. fagre
896,"graumlich, lisa j.",l. graumlich
896,"gray, stephen t.",s. gray
896,"littell, jeremy s.",j. littell
896,"luckman, brian h.",b. luckman
896,"pederson, gregory t.",g. pederson
896,"watson, emma",e. watson
896,"woodhouse, connie a.",c. woodhouse
902,"chase, katherine j.",k. chase
902,"dudley, r. w.",r. dudley
902,"mastin, mark c.",m. mastin
905,"copeland, timothy",t. copeland
905,"meyer, kevin a.",k. meyer
906,"abatzoglou, john t.",j. abatzoglou
909,"ettinger, a. k.",a. ettinger
909,"ford, k. r.",k. ford
909,"hillerislambers, j.",j. hillerislambers
918,"daly, c.",c. daly
918,"lundquist, j.",j. lundquist
918,"pepin, n. c.",n. pepin
921,"boutin, s.",s. boutin
921,"cote, s.",s. cote
921,"festa-bianchet, m.",m. festa-bianchet
921,"gunn, a.",a. gunn
921,"ray, j. c.",j. ray
922,"cooke, barry j.",b. cooke
922,"macquarrie, chris j. k.",c. macquarrie
925,"coltman, david w.",d. coltman
925,"cooke, barry j.",b. cooke
925,"cooke, janice e. k.",j. cooke
925,"cullingham, catherine i.",c. cullingham
925,"dang, sophie",s. dang
925,"davis, corey s.",c. davis
936,"crimmins, michael a.",m. crimmins
936,"cushman, samuel a.",s. cushman
936,"holden, zachary a.",z. holden
936,"littell, jeremy s.",j. littell
940,"coops, nicholas c.",n. coops
940,"waring, richard h.",r. waring
942,"larson, evan r.",e. larson
946,"butler, david r.",d. butler
946,"whitesides, clayton j.",c. whitesides
955,"clancy, chris g.",c. clancy
955,"eby, lisa a.",l. eby
955,"jakober, mike",m. jakober
955,"mahlum, shad k.",s. mahlum
955,"young, michael k.",m. young
958,"davis, robert e.",r. davis
958,"hondula, david m.",d. hondula
964,"woods, alex",a. woods
966,"hicke, jeffrey a.",j. hicke
966,"meddens, arjan j. h.",a. meddens
966,"pfeifer, eric m.",e. pfeifer
970,"gresswell, robert e.",r. gresswell
971,"greenwood, mark c.",m. greenwood
971,"harper, joel",j. harper
971,"moore, johnnie",j. moore
976,"bakker, jonathan d.",j. bakker
976,"gonzalez, patrick",p. gonzalez
976,"gray, elizabeth m.",e. gray
976,"hall, sonia a.",s. hall
976,"haugo, ryan d.",r. haugo
991,"allen, d. m.",d. allen
991,"werner, a.",a. werner
991,"whitfield, p. h.",p. whitfield
1003,"allen, d. m.",d. allen
1003,"neilsen, d.",d. neilsen
1003,"smerdon, b. d.",b. smerdon
1004,"alexander, jake m.",j. alexander
1005,"conklin, david r.",d. conklin
1005,"daly, christopher",c. daly
1005,"unsworth, michael h.",m. unsworth
1008,"bentz, barbara j.",b. bentz
1008,"fettig, christopher j.",c. fettig
1008,"hansen, e. matthew",e. hansen
1008,"hayes, jane l.",j. hayes
1008,"hicke, jeffrey a.",j. hicke
1008,"kelsey, rick g.",r. kelsey
1008,"negron, jose f.",j. negron
1008,"regniere, jacques",j. regniere
1008,"seybold, steven j.",s. seybold
1010,"elsner, marketa m.",m. elsner
1010,"hicke, jeffrey a.",j. hicke
1010,"littell, jeremy s.",j. littell
1010,"lutz, james a.",j. lutz
1010,"mckenzie, donald",d. mckenzie
1010,"norheim, robert a.",r. norheim
1010,"oneil, elaine e.",e. oneil
1011,"cuo, lan",l. cuo
1011,"deems, jeffrey s.",j. deems
1011,"elsner, marketa m.",m. elsner
1011,"hamlet, alan f.",a. hamlet
1011,"lee, se-yeun",s. lee
1011,"lettenmaier, dennis p.",d. lettenmaier
1011,"mickelson, kristian e. b.",k. mickelson
1011,"vano, julie a.",j. vano
1011,"voisin, nathalie",n. voisin
1012,"elsner, marketa mcguire",m. elsner
1012,"hamlet, alan f.",a. hamlet
1012,"lettenmaier, dennis p.",d. lettenmaier
1012,"mickelson, kristian e. b.",k. mickelson
1012,"scott, michael j.",m. scott
1012,"stoeckle, claudio o.",c. stoeckle
1012,"vano, julie a.",j. vano
1012,"voisin, nathalie",n. voisin
1018,"powell, james a.",j. powell
1018,"yurk, brian p.",b. yurk
1021,"lundquist, jessica d.",j. lundquist
1021,"minder, justin r.",j. minder
1021,"mote, philip w.",p. mote
1024,"boisvenue, celine",c. boisvenue
1024,"running, steven w.",s. running
1025,"chandler, gwynne l.",g. chandler
1025,"horan, dona l.",d. horan
1025,"isaak, daniel j.",d. isaak
1025,"luce, charles h.",c. luce
1025,"nagel, david e.",d. nagel
1025,"parkes, sharon",s. parkes
1025,"peterson, erin e.",e. peterson
1025,"rieman, bruce e.",b. rieman
1027,"heineman, jean l.",j. heineman
1027,"mather, w. jean",w. mather
1027,"sachs, donald l.",d. sachs
1027,"simard, suzanne w.",s. simard
1028,"dymond, c. c.",c. dymond
1028,"kurz, w. a.",w. kurz
1028,"stinson, g.",g. stinson
1028,"titus, b. d.",b. titus
1032,"heineman, jean l.",j. heineman
1032,"mather, w. jean",w. mather
1032,"sachs, donald l.",d. sachs
1032,"simard, suzanne w.",s. simard
1036,"maxell, bryce a.",b. maxell
1036,"mccaffery, rebecca m.",r. mccaffery
1037,"nayak, anurag",a. nayak
1037,"sridhar, v.",v. sridhar
1044,"albright, mark d.",m. albright
1044,"mass, clifford f.",c. mass
1044,"stoelinga, mark t.",m. stoelinga
1045,"minder, justin r.",j. minder
1048,"cavender-bares, jeannine",j. cavender-bares
1048,"gugger, paul f.",p. gugger
1048,"sugita, shinya",s. sugita
1049,"birks, h. john b.",h. birks
1049,"hazewinkel, roderick r. o.",r. hazewinkel
1049,"hobbs, william o.",w. hobbs
1049,"perren, bianca b.",b. perren
1049,"saros, jasmine e.",j. saros
1049,"saulnier-talbot, emilie",e. saulnier-talbot
1049,"telford, richard j.",r. telford
1049,"wolfe, alexander p.",a. wolfe
1050,"ghan, steven j.",s. ghan
1050,"leung, l. ruby",l. leung
1050,"qian, yun",y. qian
1055,"hurteau, matthew d.",m. hurteau
1055,"wiedinmyer, christine",c. wiedinmyer
1057,"berger, w. h.",w. berger
1059,"cramer, wolfgang",w. cramer
1059,"flannigan, mike d.",m. flannigan
1059,"meyn, andrea",a. meyn
1059,"taylor, stephen w.",s. taylor
1059,"thonicke, kirsten",k. thonicke
1063,"adams, darius",d. adams
1063,"barrett, tara",t. barrett
1063,"latta, gregory",g. latta
1063,"temesgen, hailemariam",h. temesgen
1071,"agnew, kelly",k. agnew
1071,"galbreath, kurt e.",k. galbreath
1071,"hafner, david j.",d. hafner
1071,"zamudio, kelly r.",k. zamudio
1073,"green, d. scott",d. green
1073,"griesbauer, hardy p.",h. griesbauer
1073,"miyamoto, yumiko",y. miyamoto
1074,"bartlein, patrick j.",p. bartlein
1074,"shinker, jacqueline j.",j. shinker
1077,"wise, erika k.",e. wise
1082,"johnson, lm",l. johnson
1093,"burges, stephen j.",s. burges
1093,"fitzgerald, carolyn j.",c. fitzgerald
1093,"hamlet, alan f.",a. hamlet
1093,"lee, se-yeun",s. lee
1095,"flannigan, m. d.",m. flannigan
1095,"hudman, r. c.",r. hudman
1095,"logan, j. a.",j. logan
1095,"mickley, l. j.",l. mickley
1095,"spracklen, d. v.",d. spracklen
1095,"westerling, a. l.",a. westerling
1095,"yevich, r.",r. yevich
1096,"fortner, sarah k.",s. fortner
1096,"fountain, andrew g.",a. fountain
1096,"kehrwald, natalie m.",n. kehrwald
1096,"lyons, w. berry",w. lyons
1096,"welch, kathleen a.",k. welch
1100,"bussmann, rainer",r. bussmann
1100,"claessens, lieven",l. claessens
1100,"fisch, simey",s. fisch
1100,"lozano, pablo",p. lozano
1100,"negi, girish",g. negi
1100,"paolini, leonardo",l. paolini
1100,"poveda, german",g. poveda
1100,"ramos-scharron, carlos",c. ramos-scharron
1100,"restrepo, carla",c. restrepo
1100,"richter, michael",m. richter
1100,"shiels, aaron b.",a. shiels
1100,"velazquez, eduardo",e. velazquez
1100,"walker, lawrence r.",l. walker
1106,"jackson, scott i.",s. jackson
1106,"prowse, terry d.",t. prowse
1108,"huybers, kathleen",k. huybers
1108,"roe, gerard h.",g. roe
1109,"bala, g.",g. bala
1109,"barnett, t. p.",t. barnett
1109,"bonfils, c.",c. bonfils
1109,"cayan, d. r.",d. cayan
1109,"das, t.",t. das
1109,"dettinger, m. d.",m. dettinger
1109,"hidalgo, h. g.",h. hidalgo
1109,"mirin, a.",a. mirin
1109,"pierce, d. w.",d. pierce
1112,"simard, suzanne w.",s. simard
1113,"boots, barry",b. boots
1113,"jelinski, dennis e.",d. jelinski
1113,"nelson, trisalyn a.",t. nelson
1113,"robertson, colin",c. robertson
1113,"wulder, michael a.",m. wulder
1114,"grant, gordon e.",g. grant
1114,"tague, christina",c. tague
1115,"littell, jeremy s.",j. littell
1115,"mckenzie, donald",d. mckenzie
1115,"peterson, david l.",d. peterson
1115,"westerling, anthony l.",a. westerling
1117,"buonopane, michelle",m. buonopane
1117,"kerns, becky k.",b. kerns
1117,"naylor, bridgett j.",b. naylor
1117,"parks, catherine g.",c. parks
1117,"rogers, brendan",b. rogers
1120,"grafius, darren r.",d. grafius
1120,"malanson, george p.",g. malanson
1122,"bisson, peter a.",p. bisson
1122,"dunham, jason b.",j. dunham
1122,"reeves, gordon h.",g. reeves
1131,"bentz, barbara j.",b. bentz
1131,"powell, james a.",j. powell
1132,"meyer, grant",g. meyer
1132,"persico, lyman",l. persico
1136,"brown, ross d.",r. brown
1136,"mote, philip w.",p. mote
1139,"glavich, doug a.",d. glavich
1145,"goldstein, adam",a. goldstein
1145,"hanson, brian",b. hanson
1145,"leathers, daniel j.",d. leathers
1145,"o'neal, michael a.",m. o'neal
1153,"cross, aureal t.",a. cross
1153,"taggart, ralph e.",r. taggart
1157,"griffiths, r. p.",r. griffiths
1157,"madritch, m. d.",m. madritch
1157,"swanson, a. k.",a. swanson
1160,"thomson, alan j.",a. thomson
1164,"fleming, s. w.",s. fleming
1164,"fountain, a.",a. fountain
1164,"holm, k.",k. holm
1164,"jakob, m.",m. jakob
1164,"menounos, b.",b. menounos
1164,"moore, r. d.",r. moore
1164,"stahl, k.",k. stahl
1164,"wheate, r.",r. wheate
1166,"martin, deborah a.",d. martin
1166,"moody, john a.",j. moody
1179,"bala, govindasamy",g. bala
1179,"barnett, tim p.",t. barnett
1179,"bonfils, celine",c. bonfils
1179,"cayan, daniel r.",d. cayan
1179,"das, tapash",t. das
1179,"dettinger, michael d.",m. dettinger
1179,"hidalgo, hugo g.",h. hidalgo
1179,"mirin, art",a. mirin
1179,"nozawa, toru",t. nozawa
1179,"pierce, david w.",d. pierce
1179,"santer, benjamin d.",b. santer
1179,"wood, andrew w.",a. wood
1180,"pelto, mauri s.",m. pelto
1182,"gaertner, s.",s. gaertner
1182,"hessburg, p. f.",p. hessburg
1182,"hummel, s.",s. hummel
1182,"reynolds, k. m.",k. reynolds
1182,"twery, m.",m. twery
1184,"hadly, elizabeth a.",e. hadly
1184,"mcmenamin, sarah k.",s. mcmenamin
1184,"wright, christopher k.",c. wright
1194,"lajtha, kate",k. lajtha
1194,"mcdonnell, jeffrey j.",j. mcdonnell
1194,"van verseveld, willem j.",v. van verseveld
1195,"bentz, barbara j.",b. bentz
1195,"fettig, christopher j.",c. fettig
1195,"gillette, nancy",n. gillette
1195,"hansen, e. matthew",e. hansen
1195,"hays, jane l.",j. hays
1195,"kelsey, rick g.",r. kelsey
1195,"lundquist, john e.",j. lundquist
1195,"lynch, ann m.",a. lynch
1195,"negron, jose f.",j. negron
1195,"progar, robert a.",r. progar
1195,"seybold, steven j.",s. seybold
1197,"jacobs, karen",k. jacobs
1197,"whitlock, cathy",c. whitlock
1201,"brown, phil d.",p. brown
1201,"nydick, koren r.",k. nydick
1201,"wurtsbaugh, wayne a.",w. wurtsbaugh
1202,"littell, jeremy s.",j. littell
1202,"peterson, david l.",d. peterson
1202,"tjoelker, michael",m. tjoelker
1206,"innes, john l.",j. innes
1206,"nitschke, craig r.",c. nitschke
1212,"brocklehurst, simon h.",s. brocklehurst
1212,"foster, david",d. foster
1212,"whipple, kelin x.",k. whipple
1214,"burn, donald h.",d. burn
1215,"carroll, a. l.",a. carroll
1215,"dymond, c. c.",c. dymond
1215,"ebata, t.",t. ebata
1215,"kurz, w. a.",w. kurz
1215,"neilson, e. t.",e. neilson
1215,"rampley, g. j.",g. rampley
1215,"safranyik, l.",l. safranyik
1215,"stinson, g.",g. stinson
1216,"clague, john j.",j. clague
1216,"lakeman, thomas r.",t. lakeman
1216,"luckman, brian h.",b. luckman
1216,"menounos, brian",b. menounos
1216,"minkus, ryan",r. minkus
1216,"osborn, gerald",g. osborn
1218,"bunn, andrew g.",a. bunn
1218,"graumlich, lisa j.",l. graumlich
1218,"schrag, anne m.",a. schrag
1231,"innes, john l.",j. innes
1231,"nitschke, craig r.",c. nitschke
1233,"bleskie, christina",c. bleskie
1233,"chase, marianne",m. chase
1233,"gavin, daniel g.",d. gavin
1233,"hu, feng sheng",f. hu
1233,"walker, ian r.",i. walker
1236,"choate, janet",j. choate
1236,"farrell, mike",m. farrell
1236,"grant, gordon",g. grant
1236,"jefferson, anne",a. jefferson
1236,"tague, christina",c. tague
1241,"ducey, mark",m. ducey
1241,"hicke, jeffrey a.",j. hicke
1241,"jenkins, jennifer c.",j. jenkins
1241,"ojima, dennis s.",d. ojima
1242,"abella, scott r.",s. abella
1242,"covington, w. wallace",w. covington
1242,"fule, peter z.",p. fule
1242,"lentile, leigh b.",l. lentile
1242,"meador, andrew j. sanchez",a. meador
1242,"morgan, penelope",p. morgan
1245,"case, michael j.",m. case
1245,"peterson, david l.",d. peterson
1250,"arnold, michael l.",m. arnold
1250,"cornman, r. scott",r. cornman
1252,"adams, susan",s. adams
1252,"horan, dona",d. horan
1252,"isaak, daniel",d. isaak
1252,"luce, charles",c. luce
1252,"myers, deborah",d. myers
1252,"nagel, david",d. nagel
1252,"rieman, bruce e.",b. rieman
1258,"bourgeron, patrick s.",p. bourgeron
1258,"bunn, andrew g.",a. bunn
1258,"butler, david r.",d. butler
1258,"daniels, lori d.",l. daniels
1258,"fagre, daniel b.",d. fagre
1258,"hiemstra, christopher a.",c. hiemstra
1258,"liptzin, daniel",d. liptzin
1258,"malanson, george p.",g. malanson
1258,"millar, constance i.",c. millar
1258,"peterson, david l.",d. peterson
1258,"resler, lynn m.",l. resler
1258,"shen, zehao",z. shen
1258,"smith, william k.",w. smith
1258,"tomback, diana f.",d. tomback
1258,"walsh, stephen j.",s. walsh
1258,"weiss, daniel j.",d. weiss
1259,"resler, lynn m.",l. resler
1259,"tomback, diana f.",d. tomback
1261,"greenwood, mark c.",m. greenwood
1261,"harper, joel t.",j. harper
1261,"moore, johnnie n.",j. moore
1264,"galster, joshua c.",j. galster
1265,"mackendrick, norah a.",n. mackendrick
1265,"parkins, john r.",j. parkins
1280,"clark, martyn p.",m. clark
1280,"hamlet, alan f.",a. hamlet
1280,"lettenmaier, dennis p.",d. lettenmaier
1280,"mote, philip w.",p. mote
1281,"jin, jiming",j. jin
1281,"miller, norman l.",n. miller
1284,"hansen, andrew j.",a. hansen
1284,"powell, scott l.",s. powell
1290,"marshall, shawn j.",s. marshall
1290,"shea, joseph m.",j. shea
1303,"harrower, william l.",w. harrower
1303,"krebs, john a.",j. krebs
1303,"lewis, dave",d. lewis
1303,"lofroth, eric c.",e. lofroth
1304,"hodgskiss, paul d.",p. hodgskiss
1304,"johnson, david r.",d. johnson
1304,"ledig, f. thomas",f. ledig
1305,"crookston, nicholas l.",n. crookston
1305,"evans, jeffrey s.",j. evans
1305,"rehfeldt, gerald e.",g. rehfeldt
1305,"warwell, marcus v.",m. warwell
1306,"fall, andrew",a. fall
1306,"kashian, daniel m.",d. kashian
1306,"schoennagel, tania",t. schoennagel
1306,"turner, monica g.",m. turner
1316,"bales, roger c.",r. bales
1316,"dettinger, michael d.",m. dettinger
1316,"dozier, jeff",j. dozier
1316,"molotch, noah p.",n. molotch
1316,"painter, thomas h.",t. painter
